idcontrato;nAnuncio;tipoprocedimento;objectoContrato;dataPublicacao;dataCelebracaoContrato;precoContratual;prazoExecucao;NIPC_entidade_comunicante;entidade_comunicante;fundamentacao
10563082;18129/2023;Concurso público;2023_119CP - Aquisição de Energia Elétrica em Alta tensão, média tensão e baixa tensão especial para as empresas do Grupo Águas de Portugal;16/02/2024;10/01/2024;600157,74;182;514310103;SIMDOURO - Saneamento do Grande Porto, S. A.;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10563118;;Ajuste Direto Regime Geral;17_2024_AD_BS - Aquisição de Café e Descafeinado para Venda no Bar do Parque Ornitológico de Lourosa;16/02/2024;15/02/2024;1494,37;306;505120151;FEIRA VIVA - CULTURA E DESPORTO, E.M.;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10563121;;Ao abrigo de acordo-quadro (art.º 259.º);Fornecimento de eletricidade em regime de mercado livre para Portugal Continental;16/02/2024;14/02/2024;23500;366;600079732;Agrupamento de Escolas do Conde de Oeiras;Artigo 259.º do Código dos Contratos Públicos
10563125;;Ajuste Direto Regime Geral;2024000033 - BLOC OP-PL- 79/2023-Material aplicado doente EXT/152170;16/02/2024;04/01/2024;1247;5;600010180;Estado-Maior-General das Forças Armadas (EMGFA);Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563131;;Ajuste Direto Regime Geral;2024000087 - PAT - XPERT SARS-COV-2-FLU-RSV;16/02/2024;19/01/2024;4599;5;600010180;Estado-Maior-General das Forças Armadas (EMGFA);Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563139;;Ajuste Direto Regime Geral;Executar tarefas específicas em termos de análises e contratualização de projetos no âmbito do Construir 2030, ao abrigo do programa Açores 2030 a vigorar entre 2021-2027.;16/02/2024;09/02/2024;15000;304;672001012;Direção Regional de Apoio ao Investimento e à Competitividade;Artigo 20.º, alínea a) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12
10563142;;Consulta Prévia;Fornecimento de energia elétrica;16/02/2024;25/01/2024;24500;366;500594163;Cercimor - Cooperativa de Educação e Reabilitação de Cidadãos Inadaptados de Montemor-o-Novo, C. R. L.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563164;;Ajuste Direto Regime Geral;AQUISIÇÃO DE PEÇAS PARA REPARAÇÃO DE VEÍCULOS MUNICIPAIS;16/02/2024;16/02/2024;2238,42;5;506834166;Município de Nelas;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10563197;;Ajuste Direto Regime Geral;2024000053 - BLOC OP-PL- 80/2023-Material aplicado doente EXT/152170;16/02/2024;04/01/2024;479;5;600010180;Estado-Maior-General das Forças Armadas (EMGFA);Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563209;;Ajuste Direto Regime Geral;2024000054 - BLOC OP-PL- 80/2023-Material aplicado doente EXT/152170;16/02/2024;04/01/2024;168,53;5;600010180;Estado-Maior-General das Forças Armadas (EMGFA);Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563252;;Ajuste Direto Regime Geral;Aquisição de Publicidade no Jornal Voz de Trás Os Montes para o ano de 2024.;16/02/2024;14/02/2024;11940;365;506824942;Município de Sabrosa;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10563256;;Consulta Prévia;Fornecimento de produtos hortícolas (batatas de semente);16/02/2024;14/02/2024;57400;20;506693651;Município de Cinfães;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563271;;Consulta Prévia;Construção de Gabinete na Biblioteca do HEM, CHLO, E.P.E., ;16/02/2024;15/02/2024;9700;6;507618319;Unidade Local de Saúde Lisboa Ocidental, EPE (ULSLO);Artigo 19.º, alínea c) do Código dos Contratos Públicos
10563281;18747/2023;Concurso público;Mercearia - 1.º Semestre;16/02/2024;02/01/2024;16322,57;182;506361438;Instituto Português de Oncologia de Coimbra Francisco Gentil, E. P. E.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10563285;;Ajuste Direto Regime Geral;O procedimento tem como objeto: Fornecimento de Artigos de Drogaria e Similares para o Ano 2024 - A;16/02/2024;31/01/2024;6000;365;503219924;Município de São Brás de Alportel;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10563290;21104/2023;Concurso público;Licenciamento e manutenção das soluções de segurança e balanceamento de carga do datacenter da UMinho. (CCP-USSIC-34-2023);16/02/2024;09/02/2024;34590,92;337;502011378;Universidade do Minho;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10563331;18509/2023;Concurso público;CP n.º 156/23/DCP/DIT/ AQUISIÇÃO DO SERVIÇO MÓVEL TERRESTRE - COMUNICAÇÕES MÓVEIS VOZ E DADOS;16/02/2024;05/01/2024;50000;1096;508184509;Agência para a Modernização Administrativa, I. P.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10563380;;Ajuste Direto Regime Geral;AQUISIÇÃO DE SUPORTES DE COMANDOS PARA REPARAÇÃO DAS CAMAS;16/02/2024;15/02/2024;56;15;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563385;;Ajuste Direto Regime Geral;1024000050 - AJUSTE DIRETO PARA A PRESTAÇÃO DE SERVIÇOS DE CONSULTORIA PARA O DESENVOLVIMENTO, ASSISTÊNCIA TÉCNICA E MANUTENÇÃO NA ÁREA DAS TECNOLOGIAS DE INFORMAÇÃO;16/02/2024;14/02/2024;18000;121;501394192;LIPOR - Associação de Municípios para a Gestão Sustentável de Resíduos do Grande Porto;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08
10563412;;Ajuste Direto Regime Geral;Aquisição de baterias para UPS Galaxy 300 existente no datacenter;16/02/2024;16/02/2024;3495,6;287;510345271;Instituto Nacional de Investigação Agrária e Veterinária, I. P.;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10563426;20723/2023;Concurso público;244A000012 - Aquisição de fardamento para colaboradores, durante o ano de 2024;16/02/2024;16/02/2024;5796;319;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10563445;;Ajuste Direto Regime Geral;1024000066 - AJUSTE DIRETO PARA A PRESTAÇÃO DE SERVIÇOS DE AVALIAÇÃO DE CONFORMIDADE – MARCAÇÃO CE;16/02/2024;14/02/2024;3555;335;501394192;LIPOR - Associação de Municípios para a Gestão Sustentável de Resíduos do Grande Porto;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08
10563452;;Consulta Prévia;FORNECIMENTO DE PRODUTOS ALIMENTARES – MERCEARIA PARA A CONFEÇÃO DE REFEIÇÕES ESCOLARES NOS REFEITÓRIOS DO AGRUPAMENTO DE ESCOLAS DE MURALHAS DO MINHO ;16/02/2024;12/02/2024;36971,54;182;506728897;Município de Valença;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563474;18509/2023;Concurso público;CP n.º 156/23/DCP/DIT/ AQUISIÇÃO DO SERVIÇO MÓVEL TERRESTRE - COMUNICAÇÕES MÓVEIS VOZ E DADOS;16/02/2024;05/01/2024;45000;1096;508184509;Agência para a Modernização Administrativa, I. P.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10563475;;Consulta Prévia;Fornecimento e Instalação de Materiais Elétricos para segurança de doentes no HEM, CHLO, EPE;16/02/2024;09/02/2024;7501,52;5;507618319;Unidade Local de Saúde Lisboa Ocidental, EPE (ULSLO);Artigo 19.º, alínea c) do Código dos Contratos Públicos
10563535;;Ajuste Direto Regime Geral;Fornecimento de monografias.;16/02/2024;09/02/2024;15000;1095;600000869;Secretaria-Geral da Presidência da República;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10563541;;Consulta Prévia;Aquisição de serviços de saúde, higiene e segurança no Trabalho (II);16/02/2024;12/02/2024;60000;1096;505174839;Parques de Sintra - Monte da Lua, S. A.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563579;104/2024;Concurso público;Aquisição do serviço de higiene e limpeza para o Complexo Militar de Sintra (CMS) e Pólo do Museu do Ar (MUSAR) de Alverca, de 01 de fevereiro até 31 de março de 2024.;16/02/2024;15/02/2024;64529,12;45;600010686;Estado Maior da Força Aérea;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10563581;17300/2023;Concurso público;Aquisição de Serviços de Coordenação de Segurança em Obra na rede do Metropolitano de Lisboa, E.P.E - Proc. 094/2023- DLO/ML;16/02/2024;25/01/2024;177600;731;500192855;METROPOLITANO DE LISBOA, E.P.E;Artigo 11º do Código dos Contratos Públicos
10563582;15815/2023;Concurso público;Aquisição de serviços de Máquinas, Equipamentos e mão de obra para suprir necessidades nos 4 centros operacionais da AAA, EIM S.A.;16/02/2024;30/01/2024;38500;1096;516160893;Águas do Alto Alentejo, E. I. M., S. A.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10563593;;Consulta Prévia;Empreitada de Reformulação da Sala de Comando da ETA de Alcantarilha;16/02/2024;16/02/2024;94400;180;505176300;Águas do Algarve, S.A.;Artigo 19.º, alínea c) do Código dos Contratos Públicos
10563596;;Consulta Prévia;Fornecimento de Fármacos e Material Veterinário -CROAM;16/02/2024;16/02/2024;30000;731;501305912;Município de Matosinhos;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563603;;Consulta Prévia;Aquisição de artigos e serviços no âmbito da produção e colocação de materiais de divulgação/comunicação das iniciativas da Assembleia da República (telas, roll-ups, k-lines, vinis, etc.);16/02/2024;08/02/2024;73485;1095;600054128;Assembleia da República;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563610;;Ajuste Direto Regime Geral;Aquisição de equipamento de ginásio - Orçamento Participativo 2023;16/02/2024;12/02/2024;6878,21;30;510840230;União das Freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10563620;13170/2023;Concurso público;Fornecimento, instalação e manutenção de 2 equipamentos de Raios X Digital e 2 equipamentos de ortopantomografia para a Unidade de Saúde da Ilha Terceira;16/02/2024;12/02/2024;489379;1827;510170811;Unidade de Saúde da Ilha Terceira;Artigo 20.º, alínea b) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12
10563623;;Ajuste Direto Regime Geral;Iluminação Exterior à Capela da Nossa Senhora da Graça – Vila Caiz;16/02/2024;15/02/2024;14483,63;30;501102752;Município de Amarante;Artigo 19.º, alínea d) do Código dos Contratos Públicos
10563632;;Consulta Prévia;CONSTRUÇÃO DE PASSEIO E DE PARQUE DE ESTACIONAMENTO NO MONTE CANELAS;16/02/2024;14/02/2024;32298,72;120;505309939;Município de Portimão;Artigo 19.º, alínea c) do Código dos Contratos Públicos
10563645;14029/2022;Concurso público;Empreitada n.º 2/DMMC/DS/2022 - 'EXECUÇÃO DE OBRAS PRIORITÁRIAS E URGENTES DE CONSERVAÇÃO DA REDE DE DRENAGEM DO MINICÍPIO DE LISBOA';16/02/2024;08/02/2024;1000000;540;500051070;Município de Lisboa;Artigo 19.º, alínea b) do Código dos Contratos Públicos
10563646;;Ao abrigo de acordo-quadro (art.º 259.º);"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2020/61; 2021/12; 2021/55; 2021/6; 2021/61; 2022/173; 2022/40; 2022/55; 2023/304; 2023/481 para aquisição de medicamentos.";16/02/2024;11/01/2024;53790,66;366;508878462;CENTRO HOSPITALAR DE ENTRE O DOURO E VOUGA, E.P.E.;Artigo 259.º do Código dos Contratos Públicos
10563649;;Consulta Prévia;Contrato de aquisição de serviços para dinamização de bootcamps de empreendedorismo e de missão internacional;16/02/2024;09/02/2024;53046;321;506605949;Município de Alvaiázere;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563664;;Consulta Prévia;Aquisição de Serviços de Transporte em Viatura Adaptada - UAMO - 2024;16/02/2024;09/02/2024;21326,41;366;506802698;Município de Óbidos;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563681;;Consulta Prévia;Fornecimento de Papelaria Escolar, Escolas de 1º CEB e JI e Serviços Administrativos;16/02/2024;16/02/2024;5199,62;320;600078558;Agrupamento de Escolas Leonardo Coimbra-Filho;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563732;;Consulta Prévia;Aquisição de material para armazém - tecidos;16/02/2024;24/01/2024;15226;30;509906478;Centro de Formação Profissional da Indústria Têxtil, Vestuário, Confecção e Lanifícios (Modatex);Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563741;;Ajuste Direto Regime Geral;integração de mais quinze transformadores de Subestações da EEM, no sistema centralizado de monotorização e diagnóstico em tempo real de transformadores PreditTransf;16/02/2024;10/01/2024;258830;360;511010435;EEM;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08
10563762;;Ajuste Direto Regime Geral;Ajuste Direto para Aquisição de Sistemas de Alarme de Intrusão e Incêndio com contrato de manutenção;16/02/2024;15/02/2024;9377,6;731;505932512;Município de Aljezur;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10563800;;Ao abrigo de acordo-quadro (art.º 259.º);AP 9 Aquisição de Produtos Farmacêuticos;16/02/2024;16/02/2024;65,75;65;503135593;Administração Regional de Saúde do Norte, I. P.;Artigo 259.º do Código dos Contratos Públicos
10563806;;Ao abrigo de acordo-quadro (art.º 259.º);ANTI-INFLAMATORIOS OFTALMOLOGIA - 1º SEMESTRE;16/02/2024;16/02/2024;46352,64;135;511228848;Serviço de Saúde da Região Autónoma da Madeira,EPE;Artigo 259.º do Código dos Contratos Públicos
10563828;;Consulta Prévia;13_2024_CPA_BS - Prestação de Serviços para Eventos e Equipamentos;16/02/2024;15/02/2024;2430;318;505120151;FEIRA VIVA - CULTURA E DESPORTO, E.M.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563853;;Consulta Prévia;13_2024_CPA_BS - Prestação de Serviços para Eventos e Equipamentos;16/02/2024;15/02/2024;3739,92;318;505120151;FEIRA VIVA - CULTURA E DESPORTO, E.M.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563888;;Consulta Prévia;CT-23/01483 – Aquisição de tinta acrílica de Tráfego em RFC para 2024 ;16/02/2024;09/02/2024;5000;366;500051062;Município de Sintra;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563971;;Consulta Prévia;13_2024_CPA_BS - Prestação de Serviços para Eventos e Equipamentos;16/02/2024;15/02/2024;1100;318;505120151;FEIRA VIVA - CULTURA E DESPORTO, E.M.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10564014;;Setores especiais – isenção parte II;Proc. nº 179/2023 - -DJC/TT - Aquisição de 60 licenças Magic Info para os Monitores a bordo dos navios elétricos da Transtejo;16/02/2024;08/02/2024;9152,4;1;500723770;Transtejo - Transportes Tejo, S. A.;Artigo 11º do Código dos Contratos Públicos
10564027;;Ajuste Direto Regime Geral;AQUISIÇÃO DE SERVIÇOS DE ASSISTÊNCIA TÉCNICA INFORMÁTICA – janeiro a dezembro de 2024;16/02/2024;15/02/2024;7654,8;338;600077152;Agrupamento de Escolas de Real, Braga;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10564028;;Consulta Prévia;CP N.º 02.24 Bens Alimentares para o Bufete;16/02/2024;31/01/2024;12585,5;366;600086011;Agrupamento de Escolas da Maia;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10564072;21249/2023;Concurso público;CP 7/SAS/2023;16/02/2024;11/01/2024;22783,74;90;600041611;Serviços de Acção Social do Instituto Politécnico de Bragança;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10564100;;Ajuste Direto Regime Geral;AQUISIÇÃO DE SERVIÇOS DE REPARAÇÃO DO SISTEMA DE AQUECIMENTO DAS PISCINAS MUNICIPAIS;16/02/2024;16/02/2024;4435;5;506834166;Município de Nelas;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10564143;;Ajuste Direto Regime Geral;Renovação Licenciamento de Datacenter, Firewall e Pacote de Horas;16/02/2024;15/02/2024;19975,47;366;501121536;Município de Torre de Moncorvo;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10564147;;Ajuste Direto Regime Geral;Procedimento por Ajuste Direto para aquisição de bens e serviços para manutenção de máquinas Espaço Publico;16/02/2024;16/02/2024;4000;320;510834264;União das Freguesias de Alto do Seixalinho, Santo André e Verderena;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10564148;21249/2023;Concurso público;CP 7/SAS/2023;16/02/2024;12/01/2024;12455,7;90;600041611;Serviços de Acção Social do Instituto Politécnico de Bragança;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10564192;;Consulta Prévia;1BCP20240053 - DISPOSITIVO ESTERIL PARA SUBSTITUIÇÃO DA VALVULA CARDIACA;16/02/2024;16/02/2024;13200;319;511228848;Serviço de Saúde da Região Autónoma da Madeira,EPE;
10564251;;Consulta Prévia;Aquisição de Leite Escolar 2024;16/02/2024;06/02/2024;14700;366;501937471;Município de Monção;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10556536;17107/2023;Concurso público;A1/3124/2023 - Dispositivos Médicos;14/02/2024;29/01/2024;1095,6;366;509822932;Unidade Local de Saúde da Região de Leiria, E. P. E.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
